Heartbeat,MACsrc,APPID,GOOSElength,gocbRef,Dif_St,Dif_Sq,num of data,data_Dec,Label
1.00049,11,3,153,1131,0,1,7,0,0
0.99992,32,2,148,1121,0,1,4,9,0
1.00047,23,1,148,1111,0,1,4,5,0
1.00027,99,4,143,1231,0,1,5,0,0
1.00675,11,3,153,1131,0,1,7,0,0
1.00117,32,2,148,1121,0,1,4,9,0
1.0004,23,1,148,1111,0,1,4,5,0
1.00059,99,4,143,1231,0,1,5,0,0
0.99459,11,3,153,1131,0,1,7,0,0
0.99997,32,2,148,1121,0,1,4,9,0
1.00074,23,1,148,1111,0,1,4,5,0
1.00059,99,4,143,1231,0,1,5,0,0
1.00058,11,3,153,1131,0,1,7,0,0
1.00062,32,2,148,1121,0,1,4,9,0
1.00078,23,1,148,1111,0,1,4,5,0
1.00046,99,4,143,1231,0,1,5,0,0
1.00069,11,3,153,1131,0,1,7,0,0
1.0004,32,2,148,1121,0,1,4,9,0
1.00045,23,1,148,1111,0,1,4,5,0
1.00081,99,4,143,1231,0,1,5,0,0
1.00071,11,3,153,1131,0,1,7,0,0
1.00128,32,2,148,1121,0,1,4,9,0
1.00044,23,1,148,1111,0,1,4,5,0
1.00054,99,4,143,1231,0,1,5,0,0
1.0008,11,3,153,1131,0,1,7,0,0
0.9996,32,2,148,1121,0,1,4,9,0
1.00234,23,1,148,1111,0,1,4,5,0
1.00034,99,4,143,1231,0,1,5,0,0
1.00051,11,3,153,1131,0,1,7,0,0
1.00131,32,2,148,1121,0,1,4,9,0
1.00036,23,1,148,1111,0,1,4,5,0
1.00054,99,4,143,1231,0,1,5,0,0
1.00042,11,3,153,1131,0,1,7,0,0
0.99989,32,2,148,1121,0,1,4,9,0
1.00047,23,1,148,1111,0,1,4,5,0
1.00067,99,4,143,1231,0,1,5,0,0
1.00045,11,3,153,1131,0,1,7,0,0
1.00042,32,2,148,1121,0,1,4,9,0
1.00036,23,1,148,1111,0,1,4,5,0
1.00005,99,4,143,1231,0,1,5,0,0
1.00025,11,3,153,1131,0,1,7,0,0
1.00093,32,2,148,1121,0,1,4,9,0
1.00054,23,1,148,1111,0,1,4,5,0
1.00054,99,4,143,1231,0,1,5,0,0
1.00094,11,3,153,1131,0,1,7,0,0
1.00046,32,2,148,1121,0,1,4,9,0
1.00076,23,1,148,1111,0,1,4,5,0
1.00017,99,4,143,1231,0,1,5,0,0
1.00052,11,3,153,1131,0,1,7,0,0
1.00086,32,2,148,1121,0,1,4,9,0
1.00033,23,1,148,1111,0,1,4,5,0
1.00061,99,4,143,1231,0,1,5,0,0
1.00041,11,3,153,1131,0,1,7,0,0
1.00036,32,2,148,1121,0,1,4,9,0
1.00048,23,1,148,1111,0,1,4,5,0
1.00065,99,4,143,1231,0,1,5,0,0
1.00125,11,3,153,1131,0,1,7,0,0
1.0003,32,2,148,1121,0,1,4,9,0
1.00043,23,1,148,1111,0,1,4,5,0
1.00027,99,4,143,1231,0,1,5,0,0
1.0004,11,3,153,1131,0,1,7,0,0
1.001,32,2,148,1121,0,1,4,9,0
1.00065,23,1,148,1111,0,1,4,5,0
1.00021,99,4,143,1231,0,1,5,0,0
1.0018,11,3,153,1131,0,1,7,0,0
1.0008,32,2,148,1121,0,1,4,9,0
1.0013,23,1,148,1111,0,1,4,5,0
1.00025,99,4,143,1231,0,1,5,0,0
1.00017,11,3,153,1131,0,1,7,0,0
1.00123,32,2,148,1121,0,1,4,9,0
1.00079,23,1,148,1111,0,1,4,5,0
1.00055,99,4,143,1231,0,1,5,0,0
1.00075,11,3,153,1131,0,1,7,0,0
1.00007,32,2,148,1121,0,1,4,9,0
1.00044,23,1,148,1111,0,1,4,5,0
1.00546,99,4,143,1231,0,1,5,0,0
1.00142,11,3,153,1131,0,1,7,0,0
1.00064,32,2,148,1121,0,1,4,9,0
1.00048,23,1,148,1111,0,1,4,5,0
0.99529,99,4,143,1231,0,1,5,0,0
0.99961,11,3,153,1131,0,1,7,0,0
1.0012,32,2,148,1121,0,1,4,9,0
1.00081,23,1,148,1111,0,1,4,5,0
1.00113,99,4,143,1231,0,1,5,0,0
1.00047,11,3,153,1131,0,1,7,0,0
1.00014,32,2,148,1121,0,1,4,9,0
1.00051,23,1,148,1111,0,1,4,5,0
1.00031,99,4,143,1231,0,1,5,0,0
1.00091,11,3,153,1131,0,1,7,0,0
1.0004,32,2,148,1121,0,1,4,9,0
1.0004,23,1,148,1111,0,1,4,5,0
1.00048,99,4,143,1231,0,1,5,0,0
1.00083,11,3,153,1131,0,1,7,0,0
1.00102,32,2,148,1121,0,1,4,9,0
1.00094,23,1,148,1111,0,1,4,5,0
1.00087,99,4,143,1231,0,1,5,0,0
1.00094,11,3,153,1131,0,1,7,0,0
1.0008,32,2,148,1121,0,1,4,9,0
1.00031,23,1,148,1111,0,1,4,5,0
1.00053,99,4,143,1231,0,1,5,0,0
1.00089,11,3,153,1131,0,1,7,0,0
1.00058,32,2,148,1121,0,1,4,9,0
1.00147,23,1,148,1111,0,1,4,5,0
1.00021,99,4,143,1231,0,1,5,0,0
1.00078,11,3,153,1131,0,1,7,0,0
1.00062,32,2,148,1121,0,1,4,9,0
1.00044,23,1,148,1111,0,1,4,5,0
1.00052,99,4,143,1231,0,1,5,0,0
1.00005,11,3,153,1131,0,1,7,0,0
1.00039,32,2,148,1121,0,1,4,9,0
1.00134,23,1,148,1111,0,1,4,5,0
1.00046,99,4,143,1231,0,1,5,0,0
1.00038,11,3,153,1131,0,1,7,0,0
1.00061,32,2,148,1121,0,1,4,9,0
1.00531,23,1,148,1111,0,1,4,5,0
1.00039,99,4,143,1231,0,1,5,0,0
1.00044,11,3,153,1131,0,1,7,0,0
1.00037,32,2,148,1121,0,1,4,9,0
0.9987,23,1,148,1111,0,1,4,5,0
1.00065,99,4,143,1231,0,1,5,0,0
1.0008,11,3,153,1131,0,1,7,0,0
1.00019,32,2,148,1121,0,1,4,9,0
1.00135,23,1,148,1111,0,1,4,5,0
1.00078,99,4,143,1231,0,1,5,0,0
1.00047,11,3,153,1131,0,1,7,0,0
1.00106,32,2,148,1121,0,1,4,9,0
1.00071,23,1,148,1111,0,1,4,5,0
1.00065,99,4,143,1231,0,1,5,0,0
1.00038,11,3,153,1131,0,1,7,0,0
1.00039,32,2,148,1121,0,1,4,9,0
1.00036,23,1,148,1111,0,1,4,5,0
1.00007,99,4,143,1231,0,1,5,0,0
1.00041,11,3,153,1131,0,1,7,0,0
1.00084,32,2,148,1121,0,1,4,9,0
1.00051,23,1,148,1111,0,1,4,5,0
1.00142,99,4,143,1231,0,1,5,0,0
1.003,11,3,153,1131,0,1,7,0,0
0.99984,32,2,148,1121,0,1,4,9,0
1.00085,23,1,148,1111,0,1,4,5,0
1.00086,99,4,143,1231,0,1,5,0,0
1.00126,11,3,153,1131,0,1,7,0,0
1.00103,32,2,148,1121,0,1,4,9,0
1.00044,23,1,148,1111,0,1,4,5,0
0.99926,99,4,143,1231,0,1,5,0,0
0.9992,11,3,153,1131,0,1,7,0,0
1.00023,32,2,148,1121,0,1,4,9,0
1.00042,23,1,148,1111,0,1,4,5,0
1.00027,99,4,143,1231,0,1,5,0,0
1.00838,11,3,153,1131,0,1,7,0,0
1.00035,32,2,148,1121,0,1,4,9,0
1.00041,23,1,148,1111,0,1,4,5,0
1.00074,99,4,143,1231,0,1,5,0,0
1.00149,11,3,153,1131,0,1,7,0,0
1.00093,32,2,148,1121,0,1,4,9,0
1.00099,23,1,148,1111,0,1,4,5,0
1.00041,99,4,143,1231,0,1,5,0,0
1.00106,11,3,153,1131,0,1,7,0,0
1.00113,32,2,148,1121,0,1,4,9,0
1.00093,23,1,148,1111,0,1,4,5,0
1.00059,99,4,143,1231,0,1,5,0,0
1.00101,11,3,153,1131,0,1,7,0,0
1.01138,32,2,148,1121,0,1,4,9,0
1.00575,23,1,148,1111,0,1,4,5,0
1.00048,99,4,143,1231,0,1,5,0,0
1.00082,11,3,153,1131,0,1,7,0,0
1.00208,32,2,148,1121,0,1,4,9,0
0.99606,23,1,148,1111,0,1,4,5,0
1.00078,99,4,143,1231,0,1,5,0,0
1.00301,11,3,153,1131,0,1,7,0,0
0.99874,32,2,148,1121,0,1,4,9,0
1.0003,23,1,148,1111,0,1,4,5,0
1.00119,99,4,143,1231,0,1,5,0,0
1.00103,11,3,153,1131,0,1,7,0,0
1.00036,32,2,148,1121,0,1,4,9,0
1.00061,23,1,148,1111,0,1,4,5,0
1.00006,99,4,143,1231,0,1,5,0,0
0.99749,11,3,153,1131,0,1,7,0,0
1.0013,32,2,148,1121,0,1,4,9,0
1.00041,23,1,148,1111,0,1,4,5,0
1.0003,99,4,143,1231,0,1,5,0,0
1.0015,11,3,153,1131,0,1,7,0,0
0.99966,32,2,148,1121,0,1,4,9,0
1.00028,23,1,148,1111,0,1,4,5,0
1.00054,99,4,143,1231,0,1,5,0,0
1.00083,11,3,153,1131,0,1,7,0,0
1.00083,32,2,148,1121,0,1,4,9,0
1.00053,23,1,148,1111,0,1,4,5,0
1.00067,99,4,143,1231,0,1,5,0,0
1.00139,11,3,153,1131,0,1,7,0,0
1.00017,32,2,148,1121,0,1,4,9,0
1.00068,23,1,148,1111,0,1,4,5,0
1.00037,99,4,143,1231,0,1,5,0,0
1.00088,11,3,153,1131,0,1,7,0,0
1.00111,32,2,148,1121,0,1,4,9,0
1.00049,23,1,148,1111,0,1,4,5,0
1.00071,99,4,143,1231,0,1,5,0,0
1.00031,11,3,153,1131,0,1,7,0,0
1.00037,32,2,148,1121,0,1,4,9,0
1.00083,23,1,148,1111,0,1,4,5,0
1.00094,99,4,143,1231,0,1,5,0,0
1.00085,11,3,153,1131,0,1,7,0,0
1.00198,32,2,148,1121,0,1,4,9,0
1.00198,23,1,148,1111,0,1,4,5,0
1.00117,99,4,143,1231,0,1,5,0,0
1.00104,11,3,153,1131,0,1,7,0,0
0.9987,32,2,148,1121,0,1,4,9,0
1.00172,23,1,148,1111,0,1,4,5,0
1.00045,99,4,143,1231,0,1,5,0,0
1.00037,11,3,153,1131,0,1,7,0,0
1.00033,32,2,148,1121,0,1,4,9,0
1.00074,23,1,148,1111,0,1,4,5,0
1.00054,99,4,143,1231,0,1,5,0,0
1.00052,11,3,153,1131,0,1,7,0,0
1.00053,32,2,148,1121,0,1,4,9,0
1.00056,23,1,148,1111,0,1,4,5,0
1.00028,99,4,143,1231,0,1,5,0,0
1.0007,11,3,153,1131,0,1,7,0,0
1.00038,32,2,148,1121,0,1,4,9,0
1.00087,23,1,148,1111,0,1,4,5,0
1.00052,99,4,143,1231,0,1,5,0,0
1.00068,11,3,153,1131,0,1,7,0,0
1.00099,32,2,148,1121,0,1,4,9,0
1.00116,23,1,148,1111,0,1,4,5,0
1.0006,99,4,143,1231,0,1,5,0,0
1.00039,11,3,153,1131,0,1,7,0,0
1.0005,32,2,148,1121,0,1,4,9,0
1.00035,23,1,148,1111,0,1,4,5,0
1.00081,99,4,143,1231,0,1,5,0,0
1.00038,11,3,153,1131,0,1,7,0,0
1.00044,32,2,148,1121,0,1,4,9,0
1.00138,23,1,148,1111,0,1,4,5,0
1.00327,99,4,143,1231,0,1,5,0,0
1.00039,11,3,153,1131,0,1,7,0,0
1.00038,32,2,148,1121,0,1,4,9,0
1.00045,23,1,148,1111,0,1,4,5,0
0.99943,99,4,143,1231,0,1,5,0,0
1.00054,11,3,153,1131,0,1,7,0,0
1.00041,32,2,148,1121,0,1,4,9,0
1.00045,23,1,148,1111,0,1,4,5,0
0.99939,99,4,143,1231,0,1,5,0,0
1.00045,11,3,153,1131,0,1,7,0,0
1.00181,32,2,148,1121,0,1,4,9,0
1.00128,23,1,148,1111,0,1,4,5,0
1.00094,99,4,143,1231,0,1,5,0,0
1.00123,11,3,153,1131,0,1,7,0,0
1.00183,32,2,148,1121,0,1,4,9,0
1.00055,23,1,148,1111,0,1,4,5,0
0.99996,99,4,143,1231,0,1,5,0,0
1.00042,11,3,153,1131,0,1,7,0,0
0.99946,32,2,148,1121,0,1,4,9,0
1.00127,23,1,148,1111,0,1,4,5,0
1.00034,99,4,143,1231,0,1,5,0,0
1.00084,11,3,153,1131,0,1,7,0,0
1.00093,32,2,148,1121,0,1,4,9,0
1.00128,23,1,148,1111,0,1,4,5,0
1.00029,99,4,143,1231,0,1,5,0,0
1.00036,11,3,153,1131,0,1,7,0,0
1.0004,32,2,148,1121,0,1,4,9,0
1.00184,23,1,148,1111,0,1,4,5,0
1.00042,99,4,143,1231,0,1,5,0,0
1.00042,11,3,153,1131,0,1,7,0,0
1.00025,32,2,148,1121,0,1,4,9,0
0.99982,23,1,148,1111,0,1,4,5,0
1.00102,99,4,143,1231,0,1,5,0,0
1.00049,11,3,153,1131,0,1,7,0,0
1.00046,32,2,148,1121,0,1,4,9,0
1.0006,23,1,148,1111,0,1,4,5,0
0.9996,99,4,143,1231,0,1,5,0,0
1.00092,11,3,153,1131,0,1,7,0,0
1.00114,32,2,148,1121,0,1,4,9,0
1.00058,23,1,148,1111,0,1,4,5,0
1.00083,99,4,143,1231,0,1,5,0,0
1.00056,11,3,153,1131,0,1,7,0,0
1.00045,32,2,148,1121,0,1,4,9,0
1.00136,23,1,148,1111,0,1,4,5,0
1.0005,99,4,143,1231,0,1,5,0,0
1.00056,11,3,153,1131,0,1,7,0,0
1.00074,32,2,148,1121,0,1,4,9,0
0.99972,23,1,148,1111,0,1,4,5,0
1.00046,99,4,143,1231,0,1,5,0,0
1.00048,11,3,153,1131,0,1,7,0,0
1.00022,32,2,148,1121,0,1,4,9,0
1.00071,23,1,148,1111,0,1,4,5,0
1.0005,99,4,143,1231,0,1,5,0,0
1.00082,11,3,153,1131,0,1,7,0,0
1.00044,32,2,148,1121,0,1,4,9,0
1.00103,23,1,148,1111,0,1,4,5,0
1.00074,99,4,143,1231,0,1,5,0,0
1.00021,11,3,153,1131,0,1,7,0,0
1.00068,32,2,148,1121,0,1,4,9,0
1.0006,23,1,148,1111,0,1,4,5,0
1.00123,99,4,143,1231,0,1,5,0,0
1.00035,11,3,153,1131,0,1,7,0,0
1.00039,32,2,148,1121,0,1,4,9,0
1.00042,23,1,148,1111,0,1,4,5,0
1.00039,99,4,143,1231,0,1,5,0,0
1.00041,11,3,153,1131,0,1,7,0,0
1.00042,32,2,148,1121,0,1,4,9,0
1.00039,23,1,148,1111,0,1,4,5,0
1.00037,99,4,143,1231,0,1,5,0,0
1.00053,11,3,153,1131,0,1,7,0,0
1.0007,32,2,148,1121,0,1,4,9,0
1.00051,23,1,148,1111,0,1,4,5,0
1.00051,99,4,143,1231,0,1,5,0,0
1.00118,11,3,153,1131,0,1,7,0,0
1.01174,32,2,148,1121,0,1,4,9,0
1.00036,23,1,148,1111,0,1,4,5,0
1.00047,99,4,143,1231,0,1,5,0,0
0.99958,11,3,153,1131,0,1,7,0,0
0.98882,32,2,148,1121,0,1,4,9,0
1.00042,23,1,148,1111,0,1,4,5,0
1.00183,99,4,143,1231,0,1,5,0,0
1.00404,11,3,153,1131,0,1,7,0,0
1.00102,32,2,148,1121,0,1,4,9,0
1.00099,23,1,148,1111,0,1,4,5,0
1.00039,99,4,143,1231,0,1,5,0,0
1.00058,11,3,153,1131,0,1,7,0,0
1.00026,32,2,148,1121,0,1,4,9,0
1.0004,23,1,148,1111,0,1,4,5,0
1.00041,99,4,143,1231,0,1,5,0,0
1.00092,11,3,153,1131,0,1,7,0,0
1.00059,32,2,148,1121,0,1,4,9,0
1.00035,23,1,148,1111,0,1,4,5,0
0.99952,99,4,143,1231,0,1,5,0,0
1.00052,11,3,153,1131,0,1,7,0,0
1.00039,32,2,148,1121,0,1,4,9,0
1.00038,23,1,148,1111,0,1,4,5,0
1.00473,99,4,143,1231,0,1,5,0,0
1.00049,11,3,153,1131,0,1,7,0,0
1.00087,32,2,148,1121,0,1,4,9,0
1.00049,23,1,148,1111,0,1,4,5,0
0.99617,99,4,143,1231,0,1,5,0,0
1.00087,11,3,153,1131,0,1,7,0,0
1.00037,32,2,148,1121,0,1,4,9,0
1.00175,23,1,148,1111,0,1,4,5,0
1.01043,99,4,143,1231,0,1,5,0,0
1.00047,11,3,153,1131,0,1,7,0,0
1.00039,32,2,148,1121,0,1,4,9,0
1.00056,23,1,148,1111,0,1,4,5,0
0.99965,99,4,143,1231,0,1,5,0,0
1.0009,11,3,153,1131,0,1,7,0,0
1.00183,32,2,148,1121,0,1,4,9,0
1.00116,23,1,148,1111,0,1,4,5,0
1.00111,99,4,143,1231,0,1,5,0,0
1.00075,11,3,153,1131,0,1,7,0,0
1.00009,32,2,148,1121,0,1,4,9,0
1.00102,23,1,148,1111,0,1,4,5,0
1.00055,99,4,143,1231,0,1,5,0,0
1.00036,11,3,153,1131,0,1,7,0,0
1.00059,32,2,148,1121,0,1,4,9,0
0.99972,23,1,148,1111,0,1,4,5,0
1.00086,99,4,143,1231,0,1,5,0,0
1.00033,11,3,153,1131,0,1,7,0,0
1.00031,32,2,148,1121,0,1,4,9,0
1.00056,23,1,148,1111,0,1,4,5,0
0.99989,99,4,143,1231,0,1,5,0,0
1.00044,11,3,153,1131,0,1,7,0,0
1.00105,32,2,148,1121,0,1,4,9,0
1.00124,23,1,148,1111,0,1,4,5,0
1.00023,99,4,143,1231,0,1,5,0,0
1.00054,11,3,153,1131,0,1,7,0,0
1.00083,32,2,148,1121,0,1,4,9,0
1.0001,23,1,148,1111,0,1,4,5,0
1.00054,99,4,143,1231,0,1,5,0,0
1.00031,11,3,153,1131,0,1,7,0,0
1.00286,32,2,148,1121,0,1,4,9,0
1.00025,23,1,148,1111,0,1,4,5,0
1.00032,99,4,143,1231,0,1,5,0,0
1.00072,11,3,153,1131,0,1,7,0,0
1.00082,32,2,148,1121,0,1,4,9,0
1.00126,23,1,148,1111,0,1,4,5,0
1.00151,99,4,143,1231,0,1,5,0,0
1.00129,11,3,153,1131,0,1,7,0,0
1.00043,32,2,148,1121,0,1,4,9,0
1.00027,23,1,148,1111,0,1,4,5,0
1.00033,99,4,143,1231,0,1,5,0,0
1.00011,11,3,153,1131,0,1,7,0,0
1.0013,32,2,148,1121,0,1,4,9,0
0.99933,23,1,148,1111,0,1,4,5,0
1.00037,99,4,143,1231,0,1,5,0,0
1.00036,11,3,153,1131,0,1,7,0,0
1.00018,32,2,148,1121,0,1,4,9,0
1.00078,23,1,148,1111,0,1,4,5,0
1.00047,99,4,143,1231,0,1,5,0,0
1.00038,11,3,153,1131,0,1,7,0,0
1.0003,32,2,148,1121,0,1,4,9,0
0.99991,23,1,148,1111,0,1,4,5,0
1.0002,99,4,143,1231,0,1,5,0,0
1.00037,11,3,153,1131,0,1,7,0,0
1.00226,32,2,148,1121,0,1,4,9,0
1.00106,23,1,148,1111,0,1,4,5,0
1.00057,99,4,143,1231,0,1,5,0,0
1.00023,11,3,153,1131,0,1,7,0,0
1.00003,32,2,148,1121,0,1,4,9,0
1.00052,23,1,148,1111,0,1,4,5,0
1.00015,99,4,143,1231,0,1,5,0,0
1.0018,11,3,153,1131,0,1,7,0,0
1.00185,32,2,148,1121,0,1,4,9,0
1.00129,23,1,148,1111,0,1,4,5,0
1.00038,99,4,143,1231,0,1,5,0,0
0.99904,11,3,153,1131,0,1,7,0,0
1.00034,32,2,148,1121,0,1,4,9,0
0.99912,23,1,148,1111,0,1,4,5,0
1.00068,99,4,143,1231,0,1,5,0,0
1.00116,11,3,153,1131,0,1,7,0,0
1.0009,32,2,148,1121,0,1,4,9,0
1.00051,23,1,148,1111,0,1,4,5,0
1.00033,99,4,143,1231,0,1,5,0,0
1.00085,11,3,153,1131,0,1,7,0,0
1.00092,32,2,148,1121,0,1,4,9,0
1.0009,23,1,148,1111,0,1,4,5,0
1.0014,99,4,143,1231,0,1,5,0,0
1.00037,11,3,153,1131,0,1,7,0,0
1.00124,32,2,148,1121,0,1,4,9,0
1.00126,23,1,148,1111,0,1,4,5,0
0.99946,99,4,143,1231,0,1,5,0,0
1.00043,11,3,153,1131,0,1,7,0,0
0.99964,32,2,148,1121,0,1,4,9,0
0.99997,23,1,148,1111,0,1,4,5,0
1.00036,99,4,143,1231,0,1,5,0,0
1.00049,11,3,153,1131,0,1,7,0,0
1.00028,32,2,148,1121,0,1,4,9,0
1.00042,23,1,148,1111,0,1,4,5,0
1.00101,99,4,143,1231,0,1,5,0,0
1.00089,11,3,153,1131,0,1,7,0,0
1.00031,32,2,148,1121,0,1,4,9,0
1.00085,23,1,148,1111,0,1,4,5,0
1.00096,99,4,143,1231,0,1,5,0,0
1.00086,11,3,153,1131,0,1,7,0,0
1.00058,32,2,148,1121,0,1,4,9,0
1.00025,23,1,148,1111,0,1,4,5,0
1.00042,99,4,143,1231,0,1,5,0,0
1.00043,11,3,153,1131,0,1,7,0,0
1.00036,32,2,148,1121,0,1,4,9,0
1.00069,23,1,148,1111,0,1,4,5,0
1.00018,99,4,143,1231,0,1,5,0,0
1.00084,11,3,153,1131,0,1,7,0,0
1.00069,32,2,148,1121,0,1,4,9,0
1.00082,23,1,148,1111,0,1,4,5,0
1.00127,99,4,143,1231,0,1,5,0,0
1.00042,11,3,153,1131,0,1,7,0,0
1.00045,32,2,148,1121,0,1,4,9,0
1.00091,23,1,148,1111,0,1,4,5,0
1.0003,99,4,143,1231,0,1,5,0,0
1.0007,11,3,153,1131,0,1,7,0,0
1.00089,32,2,148,1121,0,1,4,9,0
1.00033,23,1,148,1111,0,1,4,5,0
1.00027,99,4,143,1231,0,1,5,0,0
1.00043,11,3,153,1131,0,1,7,0,0
1.0004,32,2,148,1121,0,1,4,9,0
1.00048,23,1,148,1111,0,1,4,5,0
1.00036,99,4,143,1231,0,1,5,0,0
1.00056,11,3,153,1131,0,1,7,0,0
1.00053,32,2,148,1121,0,1,4,9,0
1.00041,23,1,148,1111,0,1,4,5,0
1.00081,99,4,143,1231,0,1,5,0,0
1.00141,11,3,153,1131,0,1,7,0,0
1.00098,32,2,148,1121,0,1,4,9,0
1.00112,23,1,148,1111,0,1,4,5,0
0.99982,99,4,143,1231,0,1,5,0,0
1.00045,11,3,153,1131,0,1,7,0,0
1.00044,32,2,148,1121,0,1,4,9,0
1.00033,23,1,148,1111,0,1,4,5,0
1.00024,99,4,143,1231,0,1,5,0,0
1.00094,11,3,153,1131,0,1,7,0,0
1.00088,32,2,148,1121,0,1,4,9,0
1.00105,23,1,148,1111,0,1,4,5,0
1.00058,99,4,143,1231,0,1,5,0,0
1.00115,11,3,153,1131,0,1,7,0,0
1.00023,32,2,148,1121,0,1,4,9,0
1.00038,23,1,148,1111,0,1,4,5,0
1,23,1,147,1111,0,1,4,5,0
1,32,2,147,1121,0,1,4,9,0
1.00037,23,1,147,1111,0,1,4,5,0
1,99,4,142,1231,0,1,5,0,0
1.0005,32,2,147,1121,0,1,4,9,0
1.00052,23,1,147,1111,0,1,4,5,0
1.00018,99,4,142,1231,0,1,5,0,0
1.00068,32,2,147,1121,0,1,4,9,0
1,11,3,152,1131,0,1,7,0,0
1.00032,23,1,147,1111,0,1,4,5,0
1.00118,99,4,142,1231,0,1,5,0,0
1.00066,32,2,147,1121,0,1,4,9,0
1.00121,11,3,152,1131,0,1,7,0,0
1.00045,23,1,147,1111,0,1,4,5,0
1.00056,99,4,142,1231,0,1,5,0,0
1.00076,32,2,147,1121,0,1,4,9,0
1.00036,11,3,152,1131,0,1,7,0,0
1.00123,23,1,147,1111,0,1,4,5,0
1.00027,99,4,142,1231,0,1,5,0,0
1.0003,32,2,147,1121,0,1,4,9,0
1.00071,11,3,152,1131,0,1,7,0,0
1.00067,23,1,147,1111,0,1,4,5,0
1.00052,99,4,142,1231,0,1,5,0,0
1.00089,32,2,147,1121,0,1,4,9,0
1.00143,11,3,152,1131,0,1,7,0,0
1.00075,23,1,147,1111,0,1,4,5,0
1.0017,99,4,142,1231,0,1,5,0,0
1.00049,32,2,147,1121,0,1,4,9,0
0.99962,11,3,152,1131,0,1,7,0,0
0.99991,23,1,147,1111,0,1,4,5,0
1.00032,99,4,142,1231,0,1,5,0,0
1.00164,32,2,147,1121,0,1,4,9,0
1.00101,11,3,152,1131,0,1,7,0,0
1.00101,23,1,147,1111,0,1,4,5,0
1.00237,99,4,142,1231,0,1,5,0,0
0.99985,32,2,147,1121,0,1,4,9,0
1.00078,11,3,152,1131,0,1,7,0,0
1.00198,23,1,147,1111,0,1,4,5,0
1.00113,99,4,142,1231,0,1,5,0,0
1.00171,32,2,147,1121,0,1,4,9,0
1.00052,11,3,152,1131,0,1,7,0,0
1.00551,23,1,147,1111,0,1,4,5,0
1.00025,99,4,142,1231,0,1,5,0,0
1.00038,32,2,147,1121,0,1,4,9,0
1.00059,11,3,152,1131,0,1,7,0,0
1.00028,23,1,147,1111,0,1,4,5,0
1.00063,99,4,142,1231,0,1,5,0,0
1.00043,32,2,147,1121,0,1,4,9,0
1.00096,11,3,152,1131,0,1,7,0,0
1.00082,23,1,147,1111,0,1,4,5,0
1.00041,99,4,142,1231,0,1,5,0,0
1.00049,32,2,147,1121,0,1,4,9,0
1.00039,11,3,152,1131,0,1,7,0,0
1.00042,23,1,147,1111,0,1,4,5,0
1.00049,99,4,142,1231,0,1,5,0,0
1.00137,32,2,147,1121,0,1,4,9,0
1.00075,11,3,152,1131,0,1,7,0,0
1.00034,23,1,147,1111,0,1,4,5,0
1.00032,99,4,142,1231,0,1,5,0,0
1.00061,32,2,147,1121,0,1,4,9,0
1.00128,11,3,152,1131,0,1,7,0,0
1.00133,23,1,147,1111,0,1,4,5,0
1.00042,99,4,142,1231,0,1,5,0,0
1.00059,32,2,147,1121,0,1,4,9,0
1.00024,11,3,152,1131,0,1,7,0,0
1.00004,23,1,147,1111,0,1,4,5,0
1.0007,99,4,142,1231,0,1,5,0,0
1.0007,32,2,147,1121,0,1,4,9,0
1.00041,11,3,152,1131,0,1,7,0,0
1.00085,23,1,147,1111,0,1,4,5,0
1.00028,99,4,142,1231,0,1,5,0,0
1.00136,32,2,147,1121,0,1,4,9,0
1.00091,11,3,152,1131,0,1,7,0,0
1.00039,23,1,147,1111,0,1,4,5,0
1.00023,99,4,142,1231,0,1,5,0,0
1.00038,32,2,147,1121,0,1,4,9,0
1.00094,11,3,152,1131,0,1,7,0,0
1.00045,23,1,147,1111,0,1,4,5,0
1.00043,99,4,142,1231,0,1,5,0,0
1.00023,32,2,147,1121,0,1,4,9,0
1.00084,11,3,152,1131,0,1,7,0,0
1.00091,23,1,147,1111,0,1,4,5,0
1.0004,99,4,142,1231,0,1,5,0,0
1.00034,32,2,147,1121,0,1,4,9,0
1.0011,11,3,152,1131,0,1,7,0,0
1.00061,23,1,147,1111,0,1,4,5,0
1.0004,99,4,142,1231,0,1,5,0,0
1.0013,32,2,147,1121,0,1,4,9,0
1.0007,11,3,152,1131,0,1,7,0,0
1.00018,23,1,147,1111,0,1,4,5,0
1.00023,99,4,142,1231,0,1,5,0,0
1.00039,32,2,147,1121,0,1,4,9,0
1.00093,11,3,152,1131,0,1,7,0,0
1.00088,23,1,147,1111,0,1,4,5,0
1.00063,99,4,142,1231,0,1,5,0,0
1.00039,32,2,147,1121,0,1,4,9,0
1.00164,11,3,152,1131,0,1,7,0,0
1.00041,23,1,147,1111,0,1,4,5,0
1.00042,99,4,142,1231,0,1,5,0,0
1.00032,32,2,147,1121,0,1,4,9,0
1.00021,11,3,152,1131,0,1,7,0,0
1.00047,23,1,147,1111,0,1,4,5,0
1.00049,99,4,142,1231,0,1,5,0,0
1.00119,32,2,147,1121,0,1,4,9,0
1.00132,11,3,152,1131,0,1,7,0,0
1.00088,23,1,147,1111,0,1,4,5,0
1.00035,99,4,142,1231,0,1,5,0,0
1.00125,32,2,147,1121,0,1,4,9,0
1.00046,11,3,152,1131,0,1,7,0,0
1.00109,23,1,147,1111,0,1,4,5,0
